timestamp,open,high,low,close,volume
2019-04-26 02:00:00,2177.2900,2177.8799,2177.2900,2177.5100,1231
2019-04-26 01:59:00,2177.3999,2178.2600,2176.8899,2178.0901,1094
2019-04-26 01:58:00,2179.2100,2179.8899,2177.5601,2178.2000,1238
2019-04-26 01:57:00,2179.4600,2179.6299,2178.5701,2178.5701,1077
2019-04-26 01:56:00,2179.2500,2179.8201,2178.4099,2179.5100,1326
2019-04-26 01:55:00,2179.1499,2179.1499,2178.1699,2178.1699,1286
2019-04-26 01:54:00,2178.7400,2179.5000,2178.4099,2179.3701,1631
2019-04-26 01:53:00,2180.3701,2180.3701,2179.3601,2179.3601,1338
2019-04-26 01:52:00,2181.5901,2181.9099,2180.4900,2180.4900,2072
2019-04-26 01:51:00,2181.3301,2181.9600,2180.6201,2181.7600,1517
2019-04-26 01:50:00,2181.1399,2182.4600,2181.0901,2181.2900,1414
2019-04-26 01:49:00,2181.7300,2181.7700,2181.3799,2181.3799,2112
2019-04-26 01:48:00,2180.8899,2181.9099,2180.8601,2181.2000,1976
2019-04-26 01:47:00,2180.3999,2181.1899,2180.2800,2181.0300,1218
2019-04-26 01:46:00,2181.7600,2181.7600,2180.5200,2181.4600,1085
2019-04-26 01:45:00,2181.0200,2181.3601,2180.9199,2181.3601,983
2019-04-26 01:44:00,2180.8000,2180.8601,2180.1201,2180.1201,920
2019-04-26 01:43:00,2181.0801,2181.5601,2180.5000,2180.9399,1002
2019-04-26 01:42:00,2180.2500,2181.7200,2180.2500,2181.7200,1067
2019-04-26 01:41:00,2180.9199,2181.7500,2180.7800,2180.9700,1029
2019-04-26 01:40:00,2179.9700,2181.8999,2179.9700,2181.1399,966
2019-04-26 01:39:00,2182.1399,2182.1399,2181.2600,2181.7500,994
2019-04-26 01:38:00,2181.6299,2182.5500,2181.0300,2182.0601,1029
2019-04-26 01:37:00,2182.3501,2182.4199,2181.1201,2182.2500,1544
2019-04-26 01:36:00,2181.7300,2182.3999,2181.5500,2181.5500,862
2019-04-26 01:35:00,2182.5500,2182.5500,2181.3401,2182.2400,765
2019-04-26 01:34:00,2181.7100,2182.0300,2181.2700,2181.6899,938
2019-04-26 01:33:00,2180.8401,2181.8999,2180.8401,2181.8999,1086
2019-04-26 01:32:00,2181.3301,2182.3799,2181.0300,2181.0801,851
2019-04-26 01:31:00,2183.3101,2183.3101,2181.8701,2182.1001,1034
2019-04-26 01:30:00,2182.2200,2183.3101,2182.2000,2182.2000,1108
2019-04-26 01:29:00,2181.0801,2183.1899,2181.0801,2181.6799,1052
2019-04-26 01:28:00,2180.5000,2181.7700,2180.5000,2181.7700,924
2019-04-26 01:27:00,2180.1599,2181.1599,2180.1599,2180.1599,900
2019-04-26 01:26:00,2180.3101,2181.5000,2180.3101,2181.3301,865
2019-04-26 01:25:00,2179.8701,2181.3201,2179.8701,2181.3201,1172
2019-04-26 01:24:00,2179.5200,2180.5100,2179.2900,2180.2700,1007
2019-04-26 01:23:00,2179.3501,2179.9299,2179.1299,2179.4800,1348
2019-04-26 01:22:00,2177.7500,2179.8101,2177.7500,2179.8101,1436
2019-04-26 01:21:00,2177.6499,2177.7500,2177.2600,2177.3799,1053
2019-04-26 01:20:00,2176.6001,2177.8201,2176.6001,2177.6799,1244
2019-04-26 01:19:00,2176.5200,2177.6899,2176.4199,2177.6899,1373
2019-04-26 01:18:00,2176.5801,2177.2100,2176.0100,2177.2100,1516
2019-04-26 01:17:00,2174.8501,2176.5901,2174.8501,2175.7900,1492
2019-04-26 01:16:00,2175.3000,2176.2700,2175.2200,2175.6101,1057
2019-04-26 01:15:00,2175.7500,2176.1201,2175.6699,2176.1201,1717
2019-04-26 01:14:00,2174.8899,2175.8701,2174.8899,2175.8701,2135
2019-04-26 01:13:00,2175.5000,2175.5000,2174.8799,2175.3999,1825
2019-04-26 01:12:00,2175.0601,2175.4099,2174.2300,2175.3601,1899
2019-04-26 01:11:00,2175.5801,2175.6399,2175.0400,2175.4399,1105
2019-04-26 01:10:00,2175.7800,2175.9399,2175.1001,2175.6899,1279
2019-04-26 01:09:00,2175.4099,2175.7900,2175.0701,2175.4299,1726
2019-04-26 01:08:00,2176.0000,2177.4500,2175.1299,2175.5601,1756
2019-04-26 01:07:00,2176.8501,2177.0601,2175.8899,2176.8999,1814
2019-04-26 01:06:00,2176.8301,2177.9500,2176.5500,2177.9500,1188
2019-04-26 01:05:00,2176.9399,2177.4800,2176.5500,2177.4800,2436
2019-04-26 01:04:00,2178.2000,2178.2000,2177.0701,2177.7200,2487
2019-04-26 01:03:00,2177.5601,2178.5801,2177.5601,2178.5801,1358
2019-04-26 01:02:00,2177.8000,2178.3301,2177.6499,2177.9299,1590
2019-04-26 01:01:00,2177.7600,2178.0601,2177.4399,2178.0601,1551
2019-04-26 01:00:00,2178.3501,2178.8701,2178.0100,2178.2500,952
2019-04-26 00:59:00,2177.7600,2178.6499,2177.5701,2177.9900,857
2019-04-26 00:58:00,2178.4600,2178.7900,2177.6799,2178.7900,901
2019-04-26 00:57:00,2178.4199,2178.5000,2177.8601,2178.2700,865
2019-04-26 00:56:00,2178.6201,2178.6699,2177.3601,2177.6001,844
2019-04-26 00:55:00,2178.8201,2179.2200,2177.9099,2178.8601,1054
2019-04-26 00:54:00,2178.3201,2179.1001,2177.7900,2177.9700,933
2019-04-26 00:53:00,2179.4700,2179.4700,2178.2300,2178.4500,935
2019-04-26 00:52:00,2179.2400,2179.2900,2177.8999,2179.0701,950
2019-04-26 00:51:00,2179.0701,2179.6599,2179.0000,2179.2900,1009
2019-04-26 00:50:00,2179.7400,2179.9500,2179.3101,2179.5100,1031
2019-04-26 00:49:00,2179.3701,2179.7900,2179.3701,2179.4900,887
2019-04-26 00:48:00,2179.3301,2179.6599,2179.2400,2179.4199,1010
2019-04-26 00:47:00,2179.1399,2179.3401,2178.5601,2179.2900,842
2019-04-26 00:46:00,2179.3501,2179.9500,2178.3301,2179.5801,898
2019-04-26 00:45:00,2179.1699,2179.6001,2178.6399,2178.6399,990
2019-04-26 00:44:00,2177.9199,2179.2400,2177.8899,2179.2400,1110
2019-04-26 00:43:00,2177.0400,2177.7100,2176.5400,2177.7100,822
2019-04-26 00:42:00,2176.9199,2178.1499,2176.8201,2177.3000,896
2019-04-26 00:41:00,2177.0300,2177.8301,2176.3701,2177.3000,794
2019-04-26 00:40:00,2176.8201,2177.6101,2176.4800,2177.6101,583
2019-04-26 00:39:00,2177.2200,2178.3401,2177.2200,2177.2900,886
2019-04-26 00:38:00,2177.4800,2177.6799,2177.0200,2177.6201,802
2019-04-26 00:37:00,2177.2300,2177.5400,2177.0500,2177.1499,893
2019-04-26 00:36:00,2176.8601,2178.1399,2176.5500,2178.1399,645
2019-04-26 00:35:00,2177.1201,2177.8999,2176.3601,2177.0100,637
2019-04-26 00:34:00,2176.7700,2178.0000,2176.7700,2177.1799,972
2019-04-26 00:33:00,2176.4099,2177.8701,2176.3999,2176.3999,793
2019-04-26 00:32:00,2176.3701,2177.3401,2176.1299,2176.7500,889
2019-04-26 00:31:00,2176.8701,2177.2400,2176.5701,2177.2400,1003
2019-04-26 00:30:00,2177.3201,2177.6699,2176.6299,2176.6299,887
2019-04-26 00:29:00,2177.6101,2178.0400,2176.3701,2176.3701,743
2019-04-26 00:28:00,2177.6599,2177.6899,2176.9700,2177.1001,782
2019-04-26 00:27:00,2178.1001,2179.2600,2177.3601,2177.3601,1221
2019-04-26 00:26:00,2177.5701,2177.9399,2177.4099,2177.4099,836
2019-04-26 00:25:00,2177.8899,2178.0901,2176.7500,2178.0901,788
2019-04-26 00:24:00,2177.5200,2178.4399,2177.1599,2177.8101,639
2019-04-26 00:23:00,2178.6001,2179.0200,2177.7600,2177.7600,794
2019-04-26 00:22:00,2177.9800,2179.0300,2177.6101,2178.0000,653
2019-04-26 00:21:00,2178.0801,2178.9600,2178.0801,2178.2000,895
2019-04-26 00:20:00,2179.0601,2179.0601,2178.0300,2178.2600,731
2019-04-26 00:19:00,2178.1101,2178.4500,2177.9299,2178.2700,837
2019-04-26 00:18:00,2178.3999,2178.8501,2178.3101,2178.3799,894
2019-04-26 00:17:00,2178.1599,2179.3301,2177.7800,2178.2100,815
2019-04-26 00:16:00,2178.0100,2178.5300,2177.6599,2177.6599,761
2019-04-26 00:15:00,2177.5701,2179.2000,2177.5701,2178.6101,812
2019-04-26 00:14:00,2179.0000,2179.0000,2177.8601,2178.4600,873
2019-04-26 00:13:00,2178.2100,2178.5601,2178.0801,2178.4399,735
2019-04-26 00:12:00,2178.4600,2178.6799,2177.5200,2178.4500,817
2019-04-26 00:11:00,2178.2800,2178.6001,2177.4800,2178.2900,838
2019-04-26 00:10:00,2178.9299,2178.9299,2177.6201,2178.5801,708
2019-04-26 00:09:00,2178.2800,2179.0801,2177.4099,2177.4099,606
2019-04-26 00:08:00,2178.1599,2178.7900,2178.1599,2178.4199,494
2019-04-26 00:07:00,2178.4500,2178.8701,2177.4399,2177.4399,631
2019-04-26 00:06:00,2178.4299,2178.8201,2177.8899,2177.8899,676
2019-04-26 00:05:00,2178.7300,2179.5000,2178.3201,2178.3201,469
2019-04-26 00:04:00,2178.3501,2178.9900,2177.8799,2178.6101,485
2019-04-26 00:03:00,2177.3701,2179.0400,2177.3701,2178.5300,711
2019-04-26 00:02:00,2178.4800,2178.4800,2177.6499,2177.6499,893
2019-04-26 00:01:00,2177.6001,2178.2100,2177.4299,2177.4299,588
2019-04-26 00:00:00,2178.3201,2178.8301,2177.7800,2178.3999,613
2019-04-25 23:59:00,2178.2600,2178.5100,2177.3799,2177.3799,628
2019-04-25 23:58:00,2177.2700,2178.7600,2177.0701,2177.0701,650
2019-04-25 23:57:00,2177.5400,2178.1599,2177.0901,2177.0901,911
2019-04-25 23:56:00,2177.7300,2178.2600,2176.9700,2176.9900,817
2019-04-25 23:55:00,2177.2300,2177.9399,2177.1101,2177.6299,826
2019-04-25 23:54:00,2177.0500,2177.9900,2177.0500,2177.4900,697
2019-04-25 23:53:00,2177.7500,2177.8101,2176.9500,2177.8101,572
2019-04-25 23:52:00,2177.3899,2178.0901,2176.8501,2176.8501,790
2019-04-25 23:51:00,2177.3101,2177.8101,2176.5000,2177.6001,614
2019-04-25 23:50:00,2178.3999,2178.4800,2177.3799,2177.4600,561
2019-04-25 23:49:00,2177.8401,2178.3701,2177.2500,2177.8201,592
2019-04-25 23:48:00,2177.6599,2178.6101,2177.6001,2177.6101,623
2019-04-25 23:47:00,2178.1599,2178.2200,2177.4800,2178.2200,665
2019-04-25 23:46:00,2177.8999,2177.8999,2176.9500,2176.9500,581
2019-04-25 23:45:00,2178.6499,2178.6599,2177.4800,2177.8501,884
2019-04-25 23:44:00,2179.0400,2179.0701,2177.6399,2178.6101,568
2019-04-25 23:43:00,2178.5300,2179.4399,2177.9600,2178.1799,610
2019-04-25 23:42:00,2177.9500,2178.4700,2177.9500,2178.2800,804
2019-04-25 23:41:00,2178.3101,2179.8401,2178.2500,2178.2600,755
2019-04-25 23:40:00,2179.4600,2179.5601,2178.1599,2179.0701,561
2019-04-25 23:39:00,2179.1599,2179.2200,2178.5801,2178.6101,705
2019-04-25 23:38:00,2179.1499,2179.3401,2178.6101,2179.2600,557
2019-04-25 23:37:00,2179.7200,2180.2300,2178.7800,2180.2300,490
2019-04-25 23:36:00,2178.9399,2180.1299,2178.9399,2179.2600,356
2019-04-25 23:35:00,2179.7600,2180.0701,2178.6499,2179.7600,461
2019-04-25 23:34:00,2179.5500,2180.1699,2178.8401,2179.9299,494
2019-04-25 23:33:00,2180.2400,2180.2400,2179.2000,2180.0300,753
2019-04-25 23:32:00,2178.9700,2180.2400,2178.9700,2179.2800,565
2019-04-25 23:31:00,2180.0500,2180.2000,2179.2100,2180.2000,602
2019-04-25 23:30:00,2180.0601,2180.5601,2179.4500,2180.0300,576
2019-04-25 23:29:00,2180.4800,2180.4800,2179.4500,2179.4900,1044
2019-04-25 23:28:00,2180.2600,2181.0100,2179.9600,2181.0100,624
2019-04-25 23:27:00,2179.3601,2180.6499,2179.3601,2180.1101,607
2019-04-25 23:26:00,2180.7500,2180.7900,2179.2000,2180.3101,407
2019-04-25 23:25:00,2180.7800,2180.7800,2179.3000,2179.3000,534
2019-04-25 23:24:00,2180.9600,2180.9600,2179.4399,2180.2500,653
2019-04-25 23:23:00,2179.2500,2180.5500,2179.1699,2180.5500,534
2019-04-25 23:22:00,2180.0100,2180.3401,2180.0100,2180.1201,488
2019-04-25 23:21:00,2179.5100,2180.2600,2179.5100,2180.1201,611
2019-04-25 23:20:00,2180.0000,2180.9099,2179.6599,2180.9099,415
2019-04-25 23:19:00,2179.5100,2180.4800,2179.5100,2180.4800,465
2019-04-25 23:18:00,2180.3301,2181.1599,2179.2600,2179.2600,451
2019-04-25 23:17:00,2180.3301,2181.3999,2179.9399,2180.3899,369
2019-04-25 23:16:00,2179.9299,2181.2400,2179.9299,2180.0500,434
2019-04-25 23:15:00,2180.2500,2181.2100,2180.1899,2181.2100,588
2019-04-25 23:14:00,2179.7000,2180.8799,2179.7000,2180.2700,408
2019-04-25 23:13:00,2179.8201,2180.8899,2179.8201,2180.0901,501
2019-04-25 23:12:00,2180.6001,2180.8201,2179.9600,2180.4700,547
2019-04-25 23:11:00,2180.5200,2180.8000,2180.1101,2180.1101,665
2019-04-25 23:10:00,2180.2900,2181.1001,2180.2900,2181.1001,479
2019-04-25 23:09:00,2179.8999,2180.7900,2179.6499,2180.3999,1099
2019-04-25 23:08:00,2179.8401,2180.1799,2179.4800,2179.8799,571
2019-04-25 23:07:00,2178.9600,2180.0400,2178.9600,2180.0400,806
2019-04-25 23:06:00,2180.1399,2180.1399,2179.1599,2179.4099,645
2019-04-25 23:05:00,2180.4500,2181.1299,2179.9900,2179.9900,544
2019-04-25 23:04:00,2180.3201,2181.1699,2180.1799,2180.1799,505
2019-04-25 23:03:00,2180.1899,2181.2700,2180.1101,2180.3401,609
2019-04-25 23:02:00,2181.1499,2181.4299,2180.4900,2181.4299,932
2019-04-25 23:01:00,2182.1201,2182.1201,2180.0500,2180.5801,793
2019-04-25 23:00:00,2181.1599,2181.6699,2180.1599,2181.6499,734
2019-04-25 22:59:00,2181.5000,2182.1101,2181.3601,2181.5300,491
2019-04-25 22:58:00,2182.7400,2182.8899,2181.2200,2182.4099,642
2019-04-25 22:57:00,2183.2800,2183.6001,2182.8999,2182.9500,710
2019-04-25 22:56:00,2182.3401,2183.4900,2182.3401,2182.6499,522
2019-04-25 22:55:00,2183.0100,2184.1299,2182.6699,2182.6699,678
2019-04-25 22:54:00,2182.7900,2183.3101,2182.6599,2182.8899,730
2019-04-25 22:53:00,2183.0400,2183.5701,2182.7300,2182.7400,850
2019-04-25 22:52:00,2182.3501,2183.5901,2182.1599,2182.5500,778
2019-04-25 22:51:00,2183.2100,2183.2600,2182.8000,2182.8401,629
